0.928125,1.155322,0.959546,0.831445,0.705762,0.492261,0.908789,1.721704,1.227832
0.939404,1.166602,0.959546,0.884619,0.718652,0.48501,0.942627,1.697534,1.10376
0.967603,1.123901,0.961157,0.839502,0.732349,0.525293,1.057031,1.654028,1.083618
1.017554,1.123096,0.887036,0.866089,0.730737,0.47937,0.994189,1.60166,1.102954
0.994189,1.144043,0.912012,0.946655,0.742017,0.50354,1.022388,1.643555,1.102954
1.073145,1.154517,0.899927,0.911206,0.758936,0.538184,1.250391,1.69834,1.138403
1.073145,1.041724,0.848364,0.917651,0.723486,0.514014,1.056226,1.654834,1.123901
1.026416,1.070727,0.857227,0.898315,0.75813,0.528516,1.056226,1.703979,1.164185
1.060254,1.076367,0.87898,0.981299,0.784717,0.537378,1.072339,1.650806,1.12229
1.086035,1.126318,0.87898,0.98291,0.79519,0.530127,1.086035,1.665308,1.121484
1.093286,1.151294,0.899927,0.971631,0.783105,0.515625,1.037695,1.629053,1.081201
1.08523,1.174658,0.868506,0.932153,0.769409,0.515625,1.054614,1.610522,1.100537
1.09812,1.160156,0.920874,0.948267,0.812109,0.549463,1.147266,1.696728,1.123096
1.084424,1.18352,0.922485,0.983716,0.809692,0.543018,1.100537,1.691895,1.115039
1.065088,1.18352,0.932959,1.015137,0.79519,0.535767,1.110205,1.671753,1.123901
1.097314,1.181909,0.935376,1.016748,0.787134,0.543018,1.107788,1.662891,1.120679
1.091675,1.18916,0.933765,1.016748,0.779077,0.528516,1.104565,1.675781,1.099731
1.072339,1.023193,0.956323,1.009497,0.876562,0.639697,1.228638,1.859473,1.215747
1.259253,1.029639,0.853198,1.011914,0.862061,0.643726,1.268921,1.772461,1.121484
1.219775,1.064282,0.894287,1.020776,0.737183,0.52771,1.299536,1.713647,1.109399
1.232666,1.065894,0.907983,1.048169,0.746851,0.52207,1.308398,1.708813,1.093286
0.434253,1.01272,0.986938,0.47373,0.505151,0.58894,0.472119,1.59602,1.096509
0.721875,1.148071,0.983716,0.879785,0.671924,0.576855,0.744434,1.596826,1.108594
0.740405,1.16499,0.989355,0.845947,0.658228,0.606665,0.783105,1.612134,1.118262
0.810498,1.166602,0.982104,0.84353,0.641309,0.612305,0.943433,1.584741,1.593603
0.734766,1.08523,1.250391,0.631641,0.619556,0.852393,0.990967,1.582324,1.343848
0.88623,1.026416,1.161768,0.769409,0.592969,0.878174,0.89187,1.367212,1.330151
0.909595,1.112622,1.222192,0.717847,0.617944,0.756519,0.942627,1.334985,1.408301
0.904761,1.222998,1.305981,0.833057,0.652588,0.807275,0.818555,1.383325,1.417969
0.948267,1.244751,1.291479,0.847559,0.655005,0.72832,0.841113,1.37688,1.434082
0.928931,1.245557,1.287451,0.850781,0.659839,0.493872,0.932959,1.654834,1.719287
1.222998,1.17063,0.898315,0.863672,0.783911,0.501929,0.967603,1.223804,0.781494
1.218164,1.181103,0.902344,0.976465,0.812915,0.491455,0.928931,1.196411,0.773438
1.193188,1.163379,0.877368,0.88623,0.809692,0.498706,0.998218,1.32854,0.810498
1.199634,1.16499,0.889453,0.937793,0.836279,0.486621,0.997412,1.274561,0.722681
1.125513,1.197217,0.924902,0.902344,0.790356,0.477759,1.046558,1.271338,0.77102
1.109399,1.260059,0.98291,0.933765,0.821777,0.525293,1.142432,1.428442,0.891064
1.140015,1.193994,0.974854,1.064282,0.793579,0.530933,1.080395,1.381714,0.879785
1.181909,1.187549,1.015137,0.907178,0.825806,0.554297,1.246362,1.57749,0.979688
0.654199,1.177075,1.003052,0.460034,0.731543,0.555103,0.584912,1.330957,0.952295
0.46084,1.134375,0.918457,0.353687,0.643726,0.57041,0.523682,1.372851,0.990967
0.530933,1.160156,0.994995,0.402832,0.66709,0.548657,0.543823,1.356738,0.986938
0.534961,1.177881,1.009497,0.427808,0.684814,0.57605,0.584106,1.385742,0.992578
0.521265,1.182715,0.993384,0.440698,0.698511,0.549463,1.005469,1.543652,0.550269
1.011914,1.156934,0.704956,0.659839,0.753296,0.346436,1.071533,1.485644,0.463257
0.922485,1.119067,0.753296,0.588135,0.706567,0.325488,1.078784,1.445361,0.449561
0.881396,1.144043,0.722681,0.650171,0.734766,0.407666,1.097314,1.527539,0.564771
0.360938,1.331763,1.453418,0.658228,0.626001,0.692871,1.037695,1.652417,0.924097
0.589746,1.293091,1.082812,0.720264,0.733154,0.493872,0.939404,1.623413,0.938599
0.613916,1.303564,1.02561,0.744434,0.721875,0.518848,0.916846,1.608105,0.967603
0.61311,1.349487,1.05542,0.733154,0.708179,0.542212,0.907178,1.590381,0.965991
0.261841,1.2375,1.260864,0.580078,0.783105,0.646948,1.040112,1.475171,0.941016
0.643726,1.330957,1.218164,0.630835,0.822583,0.604248,0.931348,1.538818,0.920068
0.640503,1.365601,1.210107,0.630835,0.814526,0.608276,0.967603,1.567017,0.915234
0.64856,1.344653,1.226221,0.64292,0.842725,0.599414,0.966797,1.55896,0.961963
0.645337,1.334985,1.199634,0.650977,0.829028,0.607471,0.978882,1.562988,0.960352
0.226392,1.344653,1.26167,0.354492,0.94585,0.837085,0.295679,1.738623,1.875586
0.217529,1.319678,1.244751,0.349658,0.941016,0.898315,0.30293,1.74668,2.015771
0.222363,1.244751,1.447778,0.421362,0.976465,0.872534,0.301318,1.653223,2.020605
0.219141,1.268115,1.445361,0.419751,0.930542,0.799219,0.290845,1.748291,1.721704
0.221558,1.289062,1.241528,0.354492,0.926514,0.737988,0.279565,1.740234,1.654834
0.215918,1.372046,1.238306,0.346436,0.923291,0.628418,0.268286,1.764404,1.684644
0.222363,1.386548,1.224609,0.349658,0.94021,0.64856,0.274731,1.782129,1.651611
0.256201,1.295508,1.130347,0.475342,1.249585,0.579272,0.361743,1.426025,1.231055
0.217529,0.975659,1.044946,0.326294,1.484033,0.692871,0.26748,1.424414,1.276978
0.212695,1.101343,1.108594,0.336768,1.291479,0.679175,0.274731,1.525122,1.451001
0.21189,1.187549,1.153711,0.338379,1.346265,0.70979,0.266675,1.382519,1.545264
0.221558,0.953101,1.220581,0.355298,1.686255,0.994189,0.299707,1.426831,1.83772
0.215918,0.974854,1.241528,0.374634,1.724121,1.023193,0.306958,1.437305,1.840137
0.215918,1.017554,1.249585,0.372217,1.706396,1.003857,0.30293,1.426025,1.83208
0.214307,0.986938,1.244751,0.375439,1.72251,1.017554,0.300513,1.447778,1.840942
0.205444,0.990161,1.250391,0.372217,1.734595,1.02561,0.300513,1.446973,1.851416
0.219946,1.009497,1.249585,0.368994,1.708008,1.064282,0.304541,1.471143,1.830469
0.889453,1.00144,0.961157,0.879785,1.188354,0.684009,0.84917,1.951318,1.410718
0.913623,1.037695,0.954712,0.87334,1.16499,0.690454,0.859644,1.986768,1.498535
0.96438,1.245557,1.09812,0.912012,1.227832,0.829028,0.280371,0.263452,1.205273
1.131958,0.737183,0.613916,2.249414,0.953906,0.319849,1.332568,1.550098,1.334985
1.606494,0.97727,0.912012,2.234912,1.137598,0.485815,1.306787,1.591187,1.44375
1.671753,1.003052,0.962769,2.188184,1.133569,0.510791,1.35835,1.624219,1.461475
1.669336,0.999023,0.969214,2.031885,1.02561,0.47937,1.302759,1.592798,1.413135
0.97002,0.935376,0.950684,0.757324,0.4979,0.435864,0.850781,1.591187,1.537207
0.952295,0.912817,0.847559,1.129541,0.700928,0.475342,0.775854,1.65,1.509814
1.003857,0.93457,0.812915,1.123096,0.713818,0.47373,0.872534,1.533984,1.935205
0.595386,0.552686,0.891064,1.447778,0.758936,0.675952,1.05542,1.864307,2.240552
0.680786,0.62439,0.929736,1.451807,0.979688,0.688037,1.054614,2.057666,2.090698
0.259424,0.271509,0.553491,1.484033,1.033667,0.557519,1.057031,2.22605,2.19624
0.334351,0.290845,0.567187,1.427637,1.021582,0.565576,1.034473,2.229272,2.20188
